Group,Subgroup,Rank,Ticker,YFTicker,Name,MarketRaw,Market,Dimension,CountingFlag,SourceID,EvidenceStatus,Attribution,Positioning,SourceMetricUse,MembershipKey
M6 金融,M 傳產輪動,,2891,2891.TW,中信金,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M6 金融|2891
M6 金融,M 傳產輪動,P,2886,2886.TW,兆豐金,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M6 金融|2886
M6 金融,M 傳產輪動,G,2884,2884.TW,玉山金,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M6 金融|2884
M7 觀光餐飲,M 傳產輪動,L,2727,2727.TW,王品,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M7 觀光餐飲|2727
M7 觀光餐飲,M 傳產輪動,P,2729,2729.TW,瓦城,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M7 觀光餐飲|2729
M7 觀光餐飲,M 傳產輪動,P,2707,2707.TW,晶華,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M7 觀光餐飲|2707
M7 觀光餐飲,M 傳產輪動,L,2731,2731.TW,雄獅,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M7 觀光餐飲|2731
M7 觀光餐飲,M 傳產輪動,G,5706,5706.TW,鳳凰,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M7 觀光餐飲|5706
M8 傳產材料 / 其他,M 傳產輪動,P,2107,2107.TW,厚生,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M8 傳產材料 / 其他|2107
M8 傳產材料 / 其他,M 傳產輪動,L,2302,2302.TW,麗正,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M8 傳產材料 / 其他|2302
M8 傳產材料 / 其他,M 傳產輪動,L,4960,4960.TW,誠美材,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M8 傳產材料 / 其他|4960
Z1 待歸類 / 來源殘留,Z 待歸類,G,8038,8038.TW,台特,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|Z1 待歸類 / 來源殘留|8038
Z1 待歸類 / 來源殘留,Z 待歸類,L,3024,3024.TW,欣泰,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|Z1 待歸類 / 來源殘留|3024
Z1 待歸類 / 來源殘留,Z 待歸類,L,6213,6213.TW,联茂,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,WATCH,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|Z1 待歸類 / 來源殘留|6213
