def_normalized_key,def_occurrences,def_distinct_values,def_groups,def_projects,def_sample_values,def_sample_files,def_severity
6_risk,21,3,GOVERNANCE_POLICY,UNKNOWN,LOW || HIGH || MEDIUM,03_ThreeRoundMatrix.json; 05_Top25FailuresSolutions.json; NEXUSCORE_ACTION_RUNNER_MATRIX.json; NEXUSCORE_HARDGATE_REPORT.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
8_risk,17,3,GOVERNANCE_POLICY;VISUAL_LOCK,UNKNOWN,LOW || MEDIUM_WHEN_UNLOCKED || HIGH,05_Top25FailuresSolutions.json; NEXUSCORE_ACTION_RUNNER_MATRIX.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_VALIDATE_REPORT.json,MEDIUM
sa,15,3,GENERAL;VISUAL_LOCK,VIA,"var(--sans) || 'DM Sans',system-ui,sans-serif || 'DM Sans',system-ui,sans-serif;",VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html; VIA_Yield_Curve_Spread.html,MEDIUM
i2,14,3,GENERAL,VIA,var(--sub) || var(--sub);--i3:var(--mut);--bd:var(--line);--bg1:var(--bg);--vi-l:#e4ddf3;--mo:var(--mono);--hf:var(--syne);--sa:var(--sans);--ac:var(--bl);--accent:var(--bl);} || #6b6860,VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html; VIA_Yield_Curve_Spread.html,MEDIUM
pyarrow_available,12,3,ENGINE;GENERAL,UNKNOWN;VDF,True || False || 'pa' in self.imported_modules,VDF_MDL001_TWEquityEngine.py; VDF_MDL001_TWUniverse_Verify.py; VDF_MDL004_TWFullMarketEngine (2).py; VDF_MDL005_TWStockFilter (1).py,MEDIUM
rich_available,12,3,ENGINE;GENERAL,UNKNOWN;VDF,True || False || 'rich' in self.imported_modules,VDF_MDL001_TWEquityEngine.py; VDF_MDL001_TWUniverse_Verify.py; VDF_MDL004_TWFullMarketEngine (2).py; VDF_MDL007_SSOTResolver (1).py,MEDIUM
const_f,12,3,GENERAL;PATH_IO,VIA;VPL,"[...ROWS].slice(0,10).map(x=>({tk:x.tk,v:+((r()-0.45)*30).toFixed(1)})).sort((a,b)=>b.v-a.v); || FUND_DATA; || e.target.files[0]; if(!f)return; const r=new FileReader();",VIA_TW_ActiveETF_Matrix.html; VIA_TW_Resonance_Stock_Stack (17).html; VeritasPulse_App (3).html,MEDIUM
const_ret,12,3,GENERAL,VIA,"drift + vol*shock + regime; || adj.map((v,i)=> i===0?0:Math.log(v/adj[i-1])); || (a) => { const r = new Array(a.length).fill(0); for (let i=1;i<a.length;i++) r[i] = a[i]/a[i-1]-1; return r; };",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
0_check,12,3,GENERAL,UNKNOWN,Python || PythonResolved || CeleritasExists,CELERITAS_SAFE_ADAPTER_REPORT.json; NEXUSCORE_HARDGATE_REPORT.json; NEXUSCORE_VALIDATE_REPORT.json,MEDIUM
1_check,12,3,GENERAL;PATH_IO,UNKNOWN,Aegis || FileExists || Python,CELERITAS_SAFE_ADAPTER_REPORT.json; NEXUSCORE_HARDGATE_REPORT.json; NEXUSCORE_VALIDATE_REPORT.json,MEDIUM
2_check,12,3,GENERAL;GOVERNANCE_POLICY;PATH_IO,UNKNOWN,Celeritas || FileExists || ASTSafeProbe,CELERITAS_SAFE_ADAPTER_REPORT.json; NEXUSCORE_HARDGATE_REPORT.json; NEXUSCORE_VALIDATE_REPORT.json,MEDIUM
3_check,12,3,GENERAL;PATH_IO,UNKNOWN,EnvManager || FileExists || AdapterAction,CELERITAS_SAFE_ADAPTER_REPORT.json; NEXUSCORE_HARDGATE_REPORT.json; NEXUSCORE_VALIDATE_REPORT.json,MEDIUM
column_019,12,3,SCHEMA_FIELD,UNKNOWN,AIInstruction || HelpPreview || ModifiedTime,NEXUSCORE_EXTERNAL_BRIDGE_REPORT.csv; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv,MEDIUM
column_020,12,3,ENGINE;SCHEMA_FIELD,UNKNOWN,EngineerInstruction || Status || Sha256,NEXUSCORE_EXTERNAL_BRIDGE_REPORT.csv; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv,MEDIUM
mode,11,3,GENERAL,VEF;VIA;VRN,DRY_RUN Pipeline completion PS D f || SandboxDryRun || ,Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; VEF.docx; VIA_EngineForge_Config.template.json; VIA_EngineForge_Config.v062.template.json; VIA_SSOT_PanoramicAugmenter_v2.ps1,MEDIUM
0_toolname,11,3,GENERAL,UNKNOWN,VeritasNexusCore_FREEZE_Run || Read_Me_VeritasNexusCore || VeritasAegisNexus,BRIDGE_STATUS_NORMALIZED.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
1_toolname,11,3,GENERAL,UNKNOWN,VeritasNexusCore_FREEZE_Run || Invoke-VeritasNexusCore || VIA_EnvManager,BRIDGE_STATUS_NORMALIZED.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
2_toolname,11,3,GENERAL,UNKNOWN,VeritasNexusCore_FREEZE_Run || VeritasAegisNexus || VeritasCeleritas,BRIDGE_STATUS_NORMALIZED.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
2_sizebytes,11,3,GENERAL,UNKNOWN,7003 || 208495 || 242127,NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json; supportive_modules_registry.json,MEDIUM
2_modifiedtime,11,3,GENERAL,UNKNOWN,2026-06-08 20:10:16 || 2026-05-26 02:51:15 || 2026-05-06 00:35:34,NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json; supportive_modules_registry.json,MEDIUM
10_status,11,3,GENERAL,UNKNOWN,FOUND || PASS || OPEN,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_VALIDATE_REPORT.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json,MEDIUM
const_def,10,3,GENERAL;SCHEMA_FIELD,VIA,defs[pid]; || defs[pid]; if (!def) return; || SCHEMA.panel_definitions.find(p => p.id === pid);,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
xref,10,3,GENERAL,VIA,"'paper', yref:'paper', || 'x', yref:'paper', || 'x', yref:'y',",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
11_status,10,3,GENERAL,UNKNOWN,FOUND || OPEN || MISSING_OR_NOT_APPLICABLE,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json,MEDIUM
12_status,10,3,GENERAL,UNKNOWN,FOUND || OPEN || MISSING_OR_NOT_APPLICABLE,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json,MEDIUM
function_f,9,3,GENERAL,UNKNOWN;VDF;VIA,"v, dec=2 || x || v",VDF_MDL004_TWFullMarketEngine (2).py; VDF_MDL005_TWStockFilter (1).py; VDF_MDL007_SSOTResolver (1).py; VETF_VIA_SSOT_Unified.py; VIA_SSOT_Unified.py; VeritasAegisNexus.py; VeritasCeleritas.py,MEDIUM
hf,9,3,GENERAL;VISUAL_LOCK,VIA,"var(--syne) || 'Syne',system-ui,sans-serif || 'Syne',system-ui,sans-serif;",VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html; VIA_P7_TWFocus.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
anchor,9,3,GENERAL,VIA,"yRef, || xRef, || ANC-A (Treasury Cash Flow)",VIA_P4B_USMacroPart2.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_y,9,3,GENERAL,VIA,yOfP(v); || yOfF(v); || yOf(v);,VIA_P4B_USMacroPart2.html; VIA_P7_TWFocus.html,MEDIUM
brand,8,3,GENERAL,VIA,":before{content:"""";position:absolute;top:0;left:0;right:0;height:3px;background:linear-gradient(90deg,var(--rd),var(--am),var(--sb3),var(--sb2),var(--bl),var(--vi));background-size:200% 100%;animation:rb 11s linear infinite} || :before{content:"""";position:absolute;top:0;left:0;right:0;height:3px;background:linear-gradient(90deg,var(--rd),var(--am),var(--sb3),var(--sb2),var(--bl),var(--vi));background-size:200% 100%;animation:ribbon 11s linear infinite} || :before{content:"""";position:absolute;top:0;left:0;right:0;height:3px;background:linear-gradient(90deg,var(--sb1),var(--sb2),var(--sb3),var(--am),var(--rd),var(--pp));background-size:200% 100%;animation:ribbon 10s linear infinite}",VIA_ActiveETF_Console (8).html; VIA_AutoPlot_Console (1).html; VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html; VIA_Main (2).html; VIA_Main.html,MEDIUM
btn,8,3,GENERAL;VISUAL_LOCK,VIA;VPL,hover{border-color:var(--bl);color:var(--bl);transform:translateY(-1px)} || hover{border-color:var(--bl);color:var(--bl)}.btn:active{transform:scale(.95)} || hover{background:var(--panel-alt)},VIA_AutoPlot_Console (1).html; VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html; VIA_Main (2).html; VIA_Main.html; VeritasPulse_App (3).html,MEDIUM
ma5,8,3,GENERAL,VIA,"#c4943a || #c4943a; /* amber */ || ma5, MA10:ma10, MA20:ma20, MA60:ma60, MA120:ma120, MA240:ma240,",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
fund_data,8,3,GENERAL,VIA,null || genFundData(Math.abs(seed)+777); || genFundData(20260520);,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
let_peak,8,3,GENERAL,VIA,"adj[0]; || D.adj[i0], peakI = i0, ddBest = 0, ddPeakI = i0, ddTroughI = i0; || D.adj[i0], ddBest = 0, ddPeakI = i0, ddTroughI = i0;",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_last,8,3,GENERAL,VIA,"adj[adj.length-1]; || D.close[n-1], prev = D.close[n-2]; || D.adj[D.adj.length-1];",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
showgrid,8,3,GENERAL;VISUAL_LOCK,VIA,"true, gridcolor:'rgba(30,29,26,0.05)', || true, gridcolor:'rgba(30,29,26,0.06)', || false,",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
showarrow,8,3,GENERAL,VIA,"false, || true, arrowhead: 2, arrowsize: 1, arrowwidth: 1.2, || true, arrowhead:2, arrowsize:1, arrowwidth:1.2,",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
yoy,8,3,GENERAL,VIA,"y.map((v,i)=> i<4?null:+(((v/y[i-4])-1)*100).toFixed(2)); || y.map((v,i)=> i<1?null:+(((v/y[i-1])-1)*100).toFixed(2)); || #2e7d52",VIA_Macro_GDP_Identity_Console (2).html; VIA_Macro_Master_Template.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
action,8,3,ENGINE;GENERAL,UNKNOWN;VDF,IMPORT_OR_REGISTER_VDF_SENTIMENT_STRENGTH_ENGINES || IMPLEMENT_ALL_SUPPORTIVE_TOOLS || ,Invoke-NexusCore-ExternalBridge.ps1; Invoke-VeritasNexusCore.ps1; VDF_NexusCore_SentimentStrength_Input.json; VDF_SupportiveTools_Implement_Input.json,MEDIUM
0_layer,8,3,GENERAL;PATH_IO,UNKNOWN,L6_Report_Matrix || L0_SSOT_Documentation || SANDBOX_INPUT,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
1_layer,8,3,GENERAL;PATH_IO,UNKNOWN,L6_Report_Matrix || L1_Control_Entry || SANDBOX_INPUT,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
2_layer,8,3,GENERAL;GOVERNANCE_POLICY;PATH_IO,UNKNOWN,L6_Report_Matrix || L3_HardGate_Protection || SANDBOX_INPUT,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
9_path,8,3,PATH_IO,UNKNOWN,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexus_registry\VDF_VRN_CrossLinks.json || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260618_153940_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_via_safe_polyglot_optimizer\RUN_20260619_132723_VIA_SAFE_POLYGLOT_OPTIMIZER_v0102\sandbox\Read_Me_VeritasNexusCore.md,03_ThreeRoundMatrix.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
0_category,7,3,GENERAL,UNKNOWN,成長 Growth || _freeze_reports || ParallelFix,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json; macro_indicator_registry (1).json,MEDIUM
1_category,7,3,GENERAL,UNKNOWN,成長 Growth || _freeze_reports || ParallelFix,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json; macro_indicator_registry (1).json,MEDIUM
2_category,7,3,GENERAL,UNKNOWN,成長 Growth || _freeze_reports || SequentialFix,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json; macro_indicator_registry (1).json,MEDIUM
3_category,7,3,GENERAL,UNKNOWN,成長 Growth || _freeze_reports || ParallelFix,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json; macro_indicator_registry (1).json,MEDIUM
4_category,7,3,GENERAL,UNKNOWN,成長 Growth || _freeze_reports || SequentialFix,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json; macro_indicator_registry (1).json,MEDIUM
5_category,7,3,GENERAL,UNKNOWN,成長 Growth || _freeze_reports || ParallelFix,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json; macro_indicator_registry (1).json,MEDIUM
6_category,7,3,GENERAL,UNKNOWN,成長 Growth || _freeze_reports || ParallelFix,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json; macro_indicator_registry (1).json,MEDIUM
7_category,7,3,GENERAL,UNKNOWN,成長 Growth || _nexus_registry || ParallelFix,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json; macro_indicator_registry (1).json,MEDIUM
8_category,7,3,GENERAL,UNKNOWN,成長 Growth || _nexus_registry || SequentialFix,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json; macro_indicator_registry (1).json,MEDIUM
9_category,7,3,GENERAL,UNKNOWN,勞動 Labor || _nexus_registry || SequentialFix,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; ROUND_1_PANORAMA_FINDINGS.json; ROUND_2_PANORAMA_FINDINGS.json; macro_indicator_registry (1).json,MEDIUM
ac,7,3,GENERAL,VIA,"var(--bl) || ${it.c}"" href=""${it.href}"">${inner}</a>` || ${PCOL[st]}""><div class=""tt"">${p[0]}</div><div class=""mt""><span>${p[3]}</span><span>${p[2]}%</span></div><div class=""kbar""><i style=""width:${p[2]}%",VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html; VIA_Main (2).html,MEDIUM
asset_id,7,3,VISUAL_LOCK,VIA,"AST-HTML-TPL-VIA-VAP-100-001 || AST-HTML-TPL-VIA-305-003 || ""AST-HTML-TPL-VIA-305-003"",",VIA_AutoPlot_Console (1).html; VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
const_close,7,3,GENERAL,VIA,"+(prev*(1+ret)).toFixed(2); || ffill(raw.close), high=ffill(raw.high), low=ffill(raw.low), open=ffill(raw.open), vol=ffill(raw.volume); || 880 + trend + drift + noise;",VIA_P7_TWFocus.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,MEDIUM
module,7,3,ENGINE,VDF;VIA,Financial_Account_SSOT || VDF || ,Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1; VDF_NexusCore_SentimentStrength_Input.json; VDF_SentimentStrength_Input.json; VDF_SupportiveTools_Implement_Input.json; VIA_Governance_Unified_NotionBeginning_Detailed_Anchored_SSOT.yaml,MEDIUM
log_dir,7,3,PATH_IO,UNKNOWN;VDF;VEF,"os.path.join(OUTPUT_DIR, ""logs"") || Join-Path $def_PARAM_OUT_ROOT ""_logs"" || Join-Path $def_RUN_ROOT ""logs""",Invoke-NexusCore-ExternalBridge.ps1; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; Invoke-VeritasNexusCore.ps1; VDF_MDL001_TWEquityEngine.py,MEDIUM
rundir,7,3,PATH_IO,VIA,"Join-Path $OutputRoot ""RUN_${stamp}_VIA_SAFE_POLYGLOT_OPTIMIZER_$script:def_VERSION"" ||  || def_NewRunDirectory",Invoke-VIA-SafePolyglotOptimizer-AIO-v0102.ps1,MEDIUM
supportive_root,7,3,PATH_IO,VIA,"Path(r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module"") || Join-Path $def_ROOT ""supportive_module"" || ""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module""",Invoke-VIA-FinishProject-SafeFast.ps1; Invoke-VIA-PanoramaHardGateSafeFix.ps1; Invoke-VIA-SupportiveHardGate.ps1; VETF_VIA_Runtime_Bridge_All_in_One.py; VIA_Runtime_Bridge_All_in_One.py; VIA_Supportive_Runtime_HardGate_Bridge.py,MEDIUM
0_tooltype,7,3,SCHEMA_FIELD,UNKNOWN,other || markdown || log,NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
1_tooltype,7,3,SCHEMA_FIELD,UNKNOWN,other || powershell || log,NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
2_tooltype,7,3,SCHEMA_FIELD,UNKNOWN,other || python || log,NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,MEDIUM
166_path,7,3,PATH_IO,UNKNOWN,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry.py || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_Runtime_Bridge_All_in_One.cpython-313.pyc || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_remaining_work_runs,03_ThreeRoundMatrix.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
167_path,7,3,PATH_IO,UNKNOWN,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry.py.freeze.lock.json || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_RuntimeImportFirewall.cpython-313.pyc || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_safe_cleanup_planner_runs,03_ThreeRoundMatrix.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
168_path,7,3,PATH_IO,UNKNOWN,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialRescueRules_v06126.py || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_SSOT_Unified.cpython-313.pyc || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_safe_wrapper_execution_monitor_runs,03_ThreeRoundMatrix.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
169_path,7,3,PATH_IO,UNKNOWN,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialRescueRules_v06126.py.freeze.lock.json || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIA_Supportive_Runtime_HardGate_Bridge.cpython-313.pyc || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_sandbox_execution_monitor_runs,03_ThreeRoundMatrix.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
170_path,7,3,PATH_IO,UNKNOWN,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialSSOT_v0608.py || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_InstallHealthRegistry.cpython-313.pyc || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_sandbox_production_gate_runs,03_ThreeRoundMatrix.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
171_path,7,3,PATH_IO,UNKNOWN,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialSSOT_v0608.py.freeze.lock.json || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_VRN_FinancialRescueRules_v06126.cpython-313.pyc || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_sixlane_sandbox_wrapper_forge_runs,03_ThreeRoundMatrix.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
172_path,7,3,PATH_IO,UNKNOWN,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_VRN_FinancialSSOT_v0608.cpython-313.pyc || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_source_blocker_patch_runs,03_ThreeRoundMatrix.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
173_path,7,3,PATH_IO,UNKNOWN,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py.freeze.lock.json || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\__pycache__\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313.pyc || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\_via_stability_activation_preflight_runs,03_ThreeRoundMatrix.json; NEXUSCORE_ACTION_REGISTRY.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_SCANONLY_INVENTORY.json,MEDIUM
