"ModuleNo","ModuleId","Name","Role","Phase","SourcePath","TargetPath","Extension","SizeBytes","Sha256","Status","Risk"
"114","VRN_MDL114","VRN_MDL114_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL114_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL114_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json",".json","38609","9a44d5c3473430eb269a24fb9af4ed9d9599724ed6d41249effa98338aa0807c","OK","LOW"
"115","VRN_MDL115","VRN_MDL115_source_v140L_route_verify__BASICINFO__v140L.json","BASICINFO","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL115_source_v140L_route_verify__BASICINFO__v140L.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL115_source_v140L_route_verify__BASICINFO__v140L.json",".json","38609","9a44d5c3473430eb269a24fb9af4ed9d9599724ed6d41249effa98338aa0807c","OK","LOW"
"116","VRN_MDL116","VRN_MDL116_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL116_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL116_VRN_v140L_Route_Verify_Dashboard_Readiness__REPORT__v140L.json",".json","38609","9a44d5c3473430eb269a24fb9af4ed9d9599724ed6d41249effa98338aa0807c","OK","LOW"
"117","VRN_MDL117","VRN_MDL117_VRN_Activation_RegistryOnly_Dry_v1_0_27__SUPPORT_RULE__v1_0.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL117_VRN_Activation_RegistryOnly_Dry_v1_0_27__SUPPORT_RULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL117_VRN_Activation_RegistryOnly_Dry_v1_0_27__SUPPORT_RULE__v1_0.json",".json","8130","cf30b7b11a920beb66870e59c2e7bf61c2f28dbfc726f9543f21efb3268f395c","OK","LOW"
"118","VRN_MDL118","VRN_MDL118_VRN_Bridge_NoWrite_Runner_v1_0_26__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL118_VRN_Bridge_NoWrite_Runner_v1_0_26__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL118_VRN_Bridge_NoWrite_Runner_v1_0_26__MODULE__v1_0.json",".json","16902","752856f2017ba18f5733140c97542b1f87999602d42d5fdf28ed346644197f36","OK","LOW"
"119","VRN_MDL119","VRN_MDL119_VRN_Supportive_Modules_Import_Seal_v1_0_22__GOVERNANCE__v1_0.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL119_VRN_Supportive_Modules_Import_Seal_v1_0_22__GOVERNANCE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL119_VRN_Supportive_Modules_Import_Seal_v1_0_22__GOVERNANCE__v1_0.json",".json","23488","a15158ac771065bc9fc33c13fed02b1c58d134a0f697c3a109eb106575949dfd","OK","LOW"
"120","VRN_MDL120","VRN_MDL120_VRN_GO_ExtractorPy_M01_Smoke_v1_0_16__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL120_VRN_GO_ExtractorPy_M01_Smoke_v1_0_16__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL120_VRN_GO_ExtractorPy_M01_Smoke_v1_0_16__MODULE__v1_0.json",".json","290307","947da8431fabdebdcdfbfa476c3417675eaa3096d19d6a26dc76e00d2179f550","OK","LOW"
"121","VRN_MDL121","VRN_MDL121_vrn_dualflow_table_recon_ui_spec_final_v061549__SUPPORT_RULE__v061549.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL121_vrn_dualflow_table_recon_ui_spec_final_v061549__SUPPORT_RULE__v061549.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL121_vrn_dualflow_table_recon_ui_spec_final_v061549__SUPPORT_RULE__v061549.json",".json","8128","13497665cd0240f9f66543c4a20d432dea40ca0502f0ad6552331a87c137c7f0","OK","LOW"
"122","VRN_MDL122","VRN_MDL122_vrn_financial_ssot_lock_duckdb_empty_safe_v0601__FINANCIALDATA__v0601.json","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL122_vrn_financial_ssot_lock_duckdb_empty_safe_v0601__FINANCIALDATA__v0601.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL122_vrn_financial_ssot_lock_duckdb_empty_safe_v0601__FINANCIALDATA__v0601.json",".json","3980","269548fc2de69bba0366a653149a82f09491606d1cb8c82db0fb6b085d848c3c","OK","LOW"
"123","VRN_MDL123","VRN_MDL123_vrn_yfinance_field_audit_v0589__DATA_SOURCE__v0589.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL123_vrn_yfinance_field_audit_v0589__DATA_SOURCE__v0589.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL123_vrn_yfinance_field_audit_v0589__DATA_SOURCE__v0589.json",".json","2682","c707e7556e64fa88b7519fffdb8d98bc4078ca8d95283d45cb7a96d0684a2edc","OK","LOW"
"124","VRN_MDL124","VRN_MDL124_vrn_unified_operation_db_ui_last_result_v0582__GOVERNANCE__v0582.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL124_vrn_unified_operation_db_ui_last_result_v0582__GOVERNANCE__v0582.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL124_vrn_unified_operation_db_ui_last_result_v0582__GOVERNANCE__v0582.json",".json","4883353","a30d58365e1f21bbf24535b760268d115eb403245dffa1d068958fdb552bda3e","OK","LOW"
"125","VRN_MDL125","VRN_MDL125_vrn_unified_operation_db_ui_last_result_v0582__GOVERNANCE__v0582.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL125_vrn_unified_operation_db_ui_last_result_v0582__GOVERNANCE__v0582.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL125_vrn_unified_operation_db_ui_last_result_v0582__GOVERNANCE__v0582.json",".json","4883353","4d7e2d7daf581de85fd6d0d53166be4eb63fd1f944d1166a24171a3cbea62c3d","OK","LOW"
"126","VRN_MDL126","VRN_MDL126_VRN_AliasHygiene_FalsePositiveFix_v0102__SUPPORT_RULE__v0102.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL126_VRN_AliasHygiene_FalsePositiveFix_v0102__SUPPORT_RULE__v0102.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL126_VRN_AliasHygiene_FalsePositiveFix_v0102__SUPPORT_RULE__v0102.json",".json","37863","8e3026e6bd6b33803850af89d36c4951e44e9cc81bb39f1961502e6778eb7f79","OK","LOW"
"127","VRN_MDL127","VRN_MDL127_VRN_AliasHygiene_SingleFileRerunManifest__SUPPORT_RULE__v0_0.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL127_VRN_AliasHygiene_SingleFileRerunManifest__SUPPORT_RULE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL127_VRN_AliasHygiene_SingleFileRerunManifest__SUPPORT_RULE__v0_0.json",".json","37145","6c4af670a7d818251fe76a07b1ddaca29f65689e7d380fb465ef979828324314","OK","LOW"
"128","VRN_MDL128","VRN_MDL128_VRN_v141D5C_UI2_SafeGetter_TableFix__SUPPORT_RULE__v141D5C.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL128_VRN_v141D5C_UI2_SafeGetter_TableFix__SUPPORT_RULE__v141D5C.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL128_VRN_v141D5C_UI2_SafeGetter_TableFix__SUPPORT_RULE__v141D5C.json",".json","5095","2819f4d2c4c1caf41dd2500dbf2e0706bc8f4db7443bdcdab4d329eef142f38a","OK","LOW"
"129","VRN_MDL129","VRN_MDL129_VRN_Master_Dashboard_Release_Index__REPORT__v0_0.json","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL129_VRN_Master_Dashboard_Release_Index__REPORT__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL129_VRN_Master_Dashboard_Release_Index__REPORT__v0_0.json",".json","1820","afdb7de89e47ba46e793873bdf2d4e5e38de33e34a65740e0c5378fe1f4943a2","OK","LOW"
"130","VRN_MDL130","VRN_MDL130_VRN_v140R_Release_Index_Pointer__MODULE__v140R.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL130_VRN_v140R_Release_Index_Pointer__MODULE__v140R.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL130_VRN_v140R_Release_Index_Pointer__MODULE__v140R.json",".json","4454","9762b2175d60ce5daaca4e4749792d4741fdfc8179d7da321f18e009ad7366fa","OK","LOW"
"131","VRN_MDL131","VRN_MDL131_VRN_v140Q2_Freeze_Evidence_Repair_ReSeal__REPORT__v140Q2.json","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL131_VRN_v140Q2_Freeze_Evidence_Repair_ReSeal__REPORT__v140Q2.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL131_VRN_v140Q2_Freeze_Evidence_Repair_ReSeal__REPORT__v140Q2.json",".json","13397","ac753a9a7835b31d718348d8ac0fbd0ac364d30a3c7246f61d916cc39ff86a80","OK","LOW"
"132","VRN_MDL132","VRN_MDL132_VRN_v140Q2_Freeze_Evidence_Repair_ReSeal__GOVERNANCE__v140Q2.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL132_VRN_v140Q2_Freeze_Evidence_Repair_ReSeal__GOVERNANCE__v140Q2.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL132_VRN_v140Q2_Freeze_Evidence_Repair_ReSeal__GOVERNANCE__v140Q2.json",".json","13397","ac753a9a7835b31d718348d8ac0fbd0ac364d30a3c7246f61d916cc39ff86a80","OK","LOW"
"133","VRN_MDL133","VRN_MDL133_VRN_v140J_Registry_Sidecar_Write_Gate__SUPPORT_RULE__v140J.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL133_VRN_v140J_Registry_Sidecar_Write_Gate__SUPPORT_RULE__v140J.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL133_VRN_v140J_Registry_Sidecar_Write_Gate__SUPPORT_RULE__v140J.json",".json","13524","4e6e931164a23e2a870cb7983b68f82eda882348933485bd06f767b844458995","OK","LOW"
"134","VRN_MDL134","VRN_MDL134_VRN_v140I_SSOT_Registry_Pointer_Preview__SUPPORT_RULE__v140I.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL134_VRN_v140I_SSOT_Registry_Pointer_Preview__SUPPORT_RULE__v140I.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL134_VRN_v140I_SSOT_Registry_Pointer_Preview__SUPPORT_RULE__v140I.json",".json","9377","d6c6fa66b54cdad23315e71002100efa2cbc064abbfdbff801d451c51c06a4d1","OK","LOW"
"135","VRN_MDL135","VRN_MDL135_VRN_v140B3_CSV_CaseSafe_Auditor__GOVERNANCE__v140B3.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL135_VRN_v140B3_CSV_CaseSafe_Auditor__GOVERNANCE__v140B3.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL135_VRN_v140B3_CSV_CaseSafe_Auditor__GOVERNANCE__v140B3.py",".py","5889","2d5ba0aa31a4e990c3b2c59810c94280498567fe7ec4339d96522fa55631907e","OK","LOW"
"136","VRN_MDL136","VRN_MDL136_VRN_CleanConsensus_Decontam_Audit_v1_0_32__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL136_VRN_CleanConsensus_Decontam_Audit_v1_0_32__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL136_VRN_CleanConsensus_Decontam_Audit_v1_0_32__MODULE__v1_0.json",".json","50572","bc28a81869b29de40f11b41fe2797446345b0d4f6e87fb85ecd86b1eae3a9b27","OK","LOW"
"137","VRN_MDL137","VRN_MDL137_VRN_LocalConsensus_Expansion_v1_0_31__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL137_VRN_LocalConsensus_Expansion_v1_0_31__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL137_VRN_LocalConsensus_Expansion_v1_0_31__MODULE__v1_0.json",".json","34041","09560fc03f49d7d5bee0059a16d26c6f4ce82929fd1bc8888649b5c7c048624b","OK","LOW"
"138","VRN_MDL138","VRN_MDL138_VRN_BasicInfo_Coverage_Expansion_Audit_v1_0_30__BASICINFO__v1_0.json","BASICINFO","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL138_VRN_BasicInfo_Coverage_Expansion_Audit_v1_0_30__BASICINFO__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL138_VRN_BasicInfo_Coverage_Expansion_Audit_v1_0_30__BASICINFO__v1_0.json",".json","8872","cc898db39179ea362de35da63b324c951440d08c3c77851cf03d7302e1293e08","OK","LOW"
"139","VRN_MDL139","VRN_MDL139_VRN_BasicInfo_Consensus_RealMap_v1_0_28G__BASICINFO__v1_0.json","BASICINFO","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL139_VRN_BasicInfo_Consensus_RealMap_v1_0_28G__BASICINFO__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL139_VRN_BasicInfo_Consensus_RealMap_v1_0_28G__BASICINFO__v1_0.json",".json","10288","8d428e40916df4a3839cc6c13394bd323f4e0712323d9734246086fd4b0f329e","OK","LOW"
"140","VRN_MDL140","VRN_MDL140_VRN_GO_M01_60PDF_Full_v1_0_20__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL140_VRN_GO_M01_60PDF_Full_v1_0_20__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL140_VRN_GO_M01_60PDF_Full_v1_0_20__MODULE__v1_0.json",".json","38701","e63e0ed5b95849b637cd74b0db7926d7d2b3e2f204b40d717c649b34f89462e5","OK","LOW"
"141","VRN_MDL141","VRN_MDL141_VRN_GO_M01_30PDF_Smoke_v1_0_19__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL141_VRN_GO_M01_30PDF_Smoke_v1_0_19__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL141_VRN_GO_M01_30PDF_Smoke_v1_0_19__MODULE__v1_0.json",".json","24338","65782fc9f6fda80724f3c3333b04d1cafe02f9ca292f583880cc3bd9894b989b","OK","LOW"
"142","VRN_MDL142","VRN_MDL142_VRN_GO_M01_10PDF_Smoke_v1_0_18__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL142_VRN_GO_M01_10PDF_Smoke_v1_0_18__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL142_VRN_GO_M01_10PDF_Smoke_v1_0_18__MODULE__v1_0.json",".json","14900","63f7405669434dd77c01a602d357401199f88fc5e8aeb3b7f1b3edbba8997644","OK","LOW"
"143","VRN_MDL143","VRN_MDL143_VRN_GO_M01_3PDF_Smoke_v1_0_17__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL143_VRN_GO_M01_3PDF_Smoke_v1_0_17__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL143_VRN_GO_M01_3PDF_Smoke_v1_0_17__MODULE__v1_0.json",".json","11701","12a5053608e48ce1c82508ab26edc9d56af0a663894e42d913975ac5a6d79543","OK","LOW"
"144","VRN_MDL144","VRN_MDL144_VRN_GO_M01_Smoke_Dry_Executor_v1_0_15__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL144_VRN_GO_M01_Smoke_Dry_Executor_v1_0_15__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL144_VRN_GO_M01_Smoke_Dry_Executor_v1_0_15__MODULE__v1_0.json",".json","9257","969f5b44dcaa2255c030edf02842dd988d43e7542d92b1dab37082a7c500587d","OK","LOW"
"145","VRN_MDL145","VRN_MDL145_VRN_GO_Direct_Dry_Executor_v1_0_14__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL145_VRN_GO_Direct_Dry_Executor_v1_0_14__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL145_VRN_GO_Direct_Dry_Executor_v1_0_14__MODULE__v1_0.json",".json","7422","415125f56fd0ea948b46066fdd1d05e13bf7d802691f9d0e3f54a282efd51e5c","OK","LOW"
"146","VRN_MDL146","VRN_MDL146_VRN_GO_Direct_Dry_Executor_v1_0_13__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL146_VRN_GO_Direct_Dry_Executor_v1_0_13__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL146_VRN_GO_Direct_Dry_Executor_v1_0_13__MODULE__v1_0.json",".json","5165","902aab77f843bcf845b552ad817d9156e8efcba9842e8f0a109c6355a00f8cd1","OK","LOW"
"147","VRN_MDL147","VRN_MDL147_VRN_GO_ParamBlock_Extractor_v1_0_12__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL147_VRN_GO_ParamBlock_Extractor_v1_0_12__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL147_VRN_GO_ParamBlock_Extractor_v1_0_12__MODULE__v1_0.json",".json","9908","a807b1dee5b97887165088ec9bf27f23936ac6fce82ef78244030f1503cc2a53","OK","LOW"
"148","VRN_MDL148","VRN_MDL148_VRN_Best_Runner_Inspector_v1_0_10B__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL148_VRN_Best_Runner_Inspector_v1_0_10B__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL148_VRN_Best_Runner_Inspector_v1_0_10B__MODULE__v1_0.json",".json","9036","a3c141da63fb5d9a9650a7fd906ee6be5c9e3a59b9b9ffbdc8e6b6c32bf7a3c1","OK","LOW"
"149","VRN_MDL149","VRN_MDL149_VRN_Route_Lock_v1_0_7_RAW_STRING__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL149_VRN_Route_Lock_v1_0_7_RAW_STRING__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL149_VRN_Route_Lock_v1_0_7_RAW_STRING__MODULE__v1_0.json",".json","13226","863cc6246b25f7cc23edff65133aff6c9cd60cdeb192bacd5f059dd68ff86f92","OK","LOW"
"150","VRN_MDL150","VRN_MDL150_vrn_missing_link_final_staging_seal_v0615695__GOVERNANCE__v0615695.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL150_vrn_missing_link_final_staging_seal_v0615695__GOVERNANCE__v0615695.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL150_vrn_missing_link_final_staging_seal_v0615695__GOVERNANCE__v0615695.json",".json","4227","3ffe362ef4be31347c770a3c9ff4e613c8d49c6e468574321b1f06d5852ae552","OK","LOW"
