bucket,name,extension,bytes,modified,path,sha256
Other,page5_img4__DUP__C3C0DE948A.png,.png,118,2025-12-11 16:38:34,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img4__DUP__C3C0DE948A.png,
Other,page5_img4__DUP__C862786411.png,.png,45502,2025-12-11 16:38:50,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img4__DUP__C862786411.png,
Other,page5_img4__DUP__C9FAD00AF3.png,.png,69998,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img4__DUP__C9FAD00AF3.png,
Other,page5_img4__DUP__D079C6FF85.png,.png,55113,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img4__DUP__D079C6FF85.png,
Other,page5_img4__DUP__D965B12600.png,.png,533,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img4__DUP__D965B12600.png,
Other,page5_img5__DUP__4F1F85E12C.png,.png,661,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img5__DUP__4F1F85E12C.png,
Other,page5_img5__DUP__659B6C38EC.png,.png,39839,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img5__DUP__659B6C38EC.png,
Other,page5_img5__DUP__7AE0BE383B.png,.png,1274,2025-12-11 16:38:44,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img5__DUP__7AE0BE383B.png,
Other,page5_img5__DUP__7C489035FC.png,.png,935,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img5__DUP__7C489035FC.png,
Other,page5_img5__DUP__B7E04459AB.png,.png,718241,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img5__DUP__B7E04459AB.png,
Other,page5_img5__DUP__D965B12600.png,.png,533,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img5__DUP__D965B12600.png,
Other,page5_img6__DUP__7AE0BE383B.png,.png,1274,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img6__DUP__7AE0BE383B.png,
Other,page5_img6__DUP__8D2F97C494.png,.png,15034,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img6__DUP__8D2F97C494.png,
Other,page5_img6__DUP__C3C0DE948A.png,.png,118,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img6__DUP__C3C0DE948A.png,
Other,page5_img6__DUP__D8C81437BD.png,.png,1551,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img6__DUP__D8C81437BD.png,
Other,page5_img6__DUP__D965B12600.png,.png,533,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img6__DUP__D965B12600.png,
Other,page5_img7__DUP__7974079F0D.png,.png,384,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img7__DUP__7974079F0D.png,
Other,page5_img7__DUP__A4906EB460.png,.png,69718,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img7__DUP__A4906EB460.png,
Other,page5_img7__DUP__C3C0DE948A.png,.png,118,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img7__DUP__C3C0DE948A.png,
Other,page5_img8__DUP__BDD9E30993.png,.png,106456,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img8__DUP__BDD9E30993.png,
Other,page5_img8__DUP__E7A2CC4BCD.png,.png,1476,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img8__DUP__E7A2CC4BCD.png,
Other,page5_img9__DUP__3F97E935CE.png,.png,790,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page5_img9__DUP__3F97E935CE.png,
Other,page6_img1__DUP__01EE109EA8.png,.png,177129,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__01EE109EA8.png,
Other,page6_img1__DUP__13C579E7A2.png,.png,96049,2025-12-11 16:39:10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__13C579E7A2.png,
Other,page6_img1__DUP__187F8193FE.png,.png,29958,2025-12-11 16:38:10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__187F8193FE.png,
Other,page6_img1__DUP__18E1D284FB.png,.png,70447,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__18E1D284FB.png,
Other,page6_img1__DUP__1F1A1D7346.png,.png,15405,2025-12-11 16:38:34,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__1F1A1D7346.png,
Other,page6_img1__DUP__321A807120.png,.png,72189,2025-12-11 16:37:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__321A807120.png,
Other,page6_img1__DUP__367BCE42C6.png,.png,22430,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__367BCE42C6.png,
Other,page6_img1__DUP__3FDCE51F83.png,.png,12052,2025-12-11 16:38:32,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__3FDCE51F83.png,
Other,page6_img1__DUP__49ED2391F9.png,.png,829643,2025-12-11 16:39:00,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__49ED2391F9.png,
Other,page6_img1__DUP__5B72332186.png,.png,17219,2025-12-11 16:38:24,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__5B72332186.png,
Other,page6_img1__DUP__5FA6C1B326.png,.png,44346,2025-12-11 16:38:12,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__5FA6C1B326.png,
Other,page6_img1__DUP__67C44DFA05.png,.png,138049,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__67C44DFA05.png,
Other,page6_img1__DUP__6BC0E7A253.png,.png,16584,2025-12-11 16:38:28,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__6BC0E7A253.png,
Other,page6_img1__DUP__70A3C65E8B.png,.png,11923,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__70A3C65E8B.png,
Other,page6_img1__DUP__7C489035FC.png,.png,935,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__7C489035FC.png,
Other,page6_img1__DUP__7C6D31855C.png,.png,32717,2025-12-11 16:38:02,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__7C6D31855C.png,
Other,page6_img1__DUP__7D6284B556.png,.png,15265,2025-12-11 16:38:40,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__7D6284B556.png,
Other,page6_img1__DUP__930CD63F64.png,.png,19444,2025-12-11 16:38:12,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__930CD63F64.png,
Other,page6_img1__DUP__A2F4796039.png,.png,35237,2025-12-11 16:38:08,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__A2F4796039.png,
Other,page6_img1__DUP__AFD26B605F.png,.png,25364,2025-12-11 16:37:52,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__AFD26B605F.png,
Other,page6_img1__DUP__B0F26FE7C8.png,.png,11912,2025-12-11 16:38:44,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__B0F26FE7C8.png,
Other,page6_img1__DUP__BDA5205D04.png,.png,240100,2025-12-11 16:39:10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__BDA5205D04.png,
Other,page6_img1__DUP__BDFFE8ADB4.png,.png,14066,2025-12-11 16:38:26,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__BDFFE8ADB4.png,
Other,page6_img1__DUP__C68A64FF61.png,.png,15555,2025-12-11 16:38:16,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__C68A64FF61.png,
Other,page6_img1__DUP__E16A56221B.png,.png,83671,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img1__DUP__E16A56221B.png,
Other,page6_img2__DUP__19D04541FF.png,.png,12954,2025-12-11 16:38:12,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__19D04541FF.png,
Other,page6_img2__DUP__1AEE2BF604.png,.png,2521,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__1AEE2BF604.png,
Other,page6_img2__DUP__52352BECFB.png,.png,15774,2025-12-11 16:38:40,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__52352BECFB.png,
Other,page6_img2__DUP__52E235D352.png,.png,19059,2025-12-11 16:39:10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__52E235D352.png,
Other,page6_img2__DUP__6AE15597A0.png,.png,5675,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__6AE15597A0.png,
Other,page6_img2__DUP__6D1861AF11.png,.png,2473,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__6D1861AF11.png,
Other,page6_img2__DUP__7AE0BE383B.png,.png,1274,2025-12-11 16:37:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__7AE0BE383B.png,
Other,page6_img2__DUP__88EC5310D9.png,.png,108660,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__88EC5310D9.png,
Other,page6_img2__DUP__AF23F996F3.png,.png,433614,2025-12-11 16:37:52,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__AF23F996F3.png,
Other,page6_img2__DUP__B625848D9B.png,.png,76566,2025-12-11 16:37:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__B625848D9B.png,
Other,page6_img2__DUP__C3C0DE948A.png,.png,118,2025-12-11 16:38:16,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__C3C0DE948A.png,
Other,page6_img2__DUP__E6A003C586.png,.png,142438,2025-12-11 16:39:10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__E6A003C586.png,
Other,page6_img2__DUP__F8D6421B19.png,.png,261127,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__F8D6421B19.png,
Other,page6_img2__DUP__F9E05006F1.png,.png,65721,2025-12-11 16:38:44,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__F9E05006F1.png,
Other,page6_img2__DUP__FA233AC90C.png,.png,15619,2025-12-11 16:38:34,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img2__DUP__FA233AC90C.png,
Other,page6_img3__DUP__0A1CD8D268.png,.png,248290,2025-12-11 16:39:10,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__0A1CD8D268.png,
Other,page6_img3__DUP__21F3CD1BB3.png,.png,125434,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__21F3CD1BB3.png,
Other,page6_img3__DUP__505DA78F2C.png,.png,7248,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__505DA78F2C.png,
Other,page6_img3__DUP__659B6C38EC.png,.png,39839,2025-12-11 16:38:34,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__659B6C38EC.png,
Other,page6_img3__DUP__661EF8D876.png,.png,8346,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__661EF8D876.png,
Other,page6_img3__DUP__76A322529D.png,.png,62636,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__76A322529D.png,
Other,page6_img3__DUP__7C489035FC.png,.png,935,2025-12-11 16:38:44,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__7C489035FC.png,
Other,page6_img3__DUP__D965B12600.png,.png,533,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__D965B12600.png,
Other,page6_img3__DUP__DCABF52CE8.png,.png,419,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img3__DUP__DCABF52CE8.png,
Other,page6_img4__DUP__3D8B0B6DD8.png,.png,56738,2025-12-11 16:38:48,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__3D8B0B6DD8.png,
Other,page6_img4__DUP__4C1BE49693.png,.png,9043,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__4C1BE49693.png,
Other,page6_img4__DUP__7AE0BE383B.png,.png,1274,2025-12-11 16:38:44,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__7AE0BE383B.png,
Other,page6_img4__DUP__845EE3F21F.png,.png,59375,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__845EE3F21F.png,
Other,page6_img4__DUP__91635C08D7.png,.png,343620,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__91635C08D7.png,
Other,page6_img4__DUP__91DFD4E9D9.png,.png,44632,2025-12-11 16:38:50,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__91DFD4E9D9.png,
Other,page6_img4__DUP__C3C0DE948A.png,.png,118,2025-12-11 16:38:34,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__C3C0DE948A.png,
Other,page6_img4__DUP__C9FAD00AF3.png,.png,69998,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__C9FAD00AF3.png,
Other,page6_img4__DUP__D965B12600.png,.png,533,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img4__DUP__D965B12600.png,
Other,page6_img5__DUP__659B6C38EC.png,.png,39839,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img5__DUP__659B6C38EC.png,
Other,page6_img5__DUP__B7E04459AB.png,.png,718241,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img5__DUP__B7E04459AB.png,
Other,page6_img5__DUP__D965B12600.png,.png,533,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img5__DUP__D965B12600.png,
Other,page6_img5__DUP__EC3E1BE198.png,.png,11036,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img5__DUP__EC3E1BE198.png,
Other,page6_img6__DUP__8D2F97C494.png,.png,15034,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img6__DUP__8D2F97C494.png,
Other,page6_img6__DUP__C3C0DE948A.png,.png,118,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img6__DUP__C3C0DE948A.png,
Other,page6_img6__DUP__C74A5B8E5E.png,.png,151245,2025-12-11 16:38:54,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img6__DUP__C74A5B8E5E.png,
Other,page6_img6__DUP__E27F3C7786.png,.png,9652,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img6__DUP__E27F3C7786.png,
Other,page6_img7__DUP__A4906EB460.png,.png,69718,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img7__DUP__A4906EB460.png,
Other,page6_img7__DUP__C3C0DE948A.png,.png,118,2025-12-11 16:38:18,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img7__DUP__C3C0DE948A.png,
Other,page6_img7__DUP__C82FC5DC17.png,.png,10908,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img7__DUP__C82FC5DC17.png,
Other,page6_img8__DUP__449B680693.png,.png,7554,2025-12-11 16:39:14,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img8__DUP__449B680693.png,
Other,page6_img8__DUP__BDD9E30993.png,.png,106456,2025-12-11 16:38:36,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\ICONS\_duplicates_review\PNG_MISC_STYLE_UNKNOWN_SIZE\page6_img8__DUP__BDD9E30993.png,
