"signal","path","extension","risk_class","risk","action"
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\report\VDF_AkShare_RawColumnProfileCanonicalContract_Hotfix_Report_v0278121.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\report\VDF_AkShare_RawColumnProfileCanonicalContract_Hotfix_Report_v0278121.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\runtime\vdf_akshare_input_file_list_v0278121.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\runtime\vdf_akshare_raw_column_profile_contract_hotfix_result_v0278121.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_HOTFIX_v0278121_20260611_001912\runtime\vdf_akshare_raw_column_profile_contract_hotfix_v0278121.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_v027812_20260611_001630\backup\VDF_ACTIVE_POINTER_before_v027812_20260611_001630.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_v027812_20260611_001630\backup\VDF_ACTIVE_POINTER_before_v027812_20260611_001630.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_v027812_20260611_001630\backup\VDF_ACTIVE_POINTER_before_v027812_20260611_001630.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_v027812_20260611_001630\registry\VDF_AkShare_RawColumnProfile_InputInventory_v027812.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_v027812_20260611_001630\registry\VDF_AkShare_RawColumnProfile_InputInventory_v027812.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_v027812_20260611_001630\runtime\VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt",".txt","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_v027812_20260611_001630\runtime\VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt",".txt","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_v027812_20260611_001630\runtime\VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt",".txt","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Remove-Item","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_RAW_COLUMN_PROFILE_CANONICAL_CONTRACT_v027812_20260611_001630\runtime\VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt",".txt","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\plan\VDF_AkShare_SampleCallGatePlan_v0272.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\plan\VDF_AkShare_SampleCallGatePlan_v0272.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\registry\VDF_AkShare_SampleCallGate_Matrix_v0272.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\registry\VDF_AkShare_SampleCallGate_Matrix_v0272.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\report\VDF_AkShare_SampleCallGate_Report_v0272.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\report\VDF_AkShare_SampleCallGate_Report_v0272.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SAMPLE_CALL_GATE_v0272_20260610_143930\report\VDF_AkShare_SampleCallGate_Report_v0272.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SELECTOR_GATE_v027_20260610_141147\plan\VDF_AkShare_SelectorGatePlan_v027.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SELECTOR_GATE_v027_20260610_141147\registry\VDF_AkShare_SelectorGate_Matrix_v027.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SELECTOR_GATE_v027_20260610_141147\registry\VDF_AkShare_SelectorGate_Matrix_v027.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SELECTOR_GATE_v027_20260610_141147\report\VDF_AkShare_SelectorGate_Report_v027.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SELECTOR_GATE_v027_20260610_141147\report\VDF_AkShare_SelectorGate_Report_v027.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SIGNATURE_DOC_PROBE_v0271_20260610_141608\plan\VDF_AkShare_SignatureDocProbePlan_v0271.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SIGNATURE_DOC_PROBE_v0271_20260610_141608\registry\VDF_AkShare_SignatureDocProbe_Matrix_v0271.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SIGNATURE_DOC_PROBE_v0271_20260610_141608\registry\VDF_AkShare_SignatureDocProbe_Matrix_v0271.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SIGNATURE_DOC_PROBE_v0271_20260610_141608\report\VDF_AkShare_SignatureDocProbe_Report_v0271.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SIGNATURE_DOC_PROBE_v0271_20260610_141608\report\VDF_AkShare_SignatureDocProbe_Report_v0271.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\plan\VDF_AkShare_CandidateSeedStagingPlan_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\plan\VDF_AkShare_CandidateSeedStagingPlan_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\plan\VDF_AkShare_CandidateSeedStagingPlan_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\registry\VDF_AkShare_CandidateSeedManifest_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\registry\VDF_AkShare_CandidateSeedManifest_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\registry\VDF_AkShare_CandidateSeedRun_Result_v0274.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\registry\VDF_AkShare_CandidateSeedRun_Result_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\registry\VDF_AkShare_SmallScopeCandidateSeedStaging_Matrix_v0274.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\registry\VDF_AkShare_SmallScopeCandidateSeedStaging_Matrix_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\report\VDF_AkShare_SmallScopeCandidateSeedStaging_Report_v0274.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\report\VDF_AkShare_SmallScopeCandidateSeedStaging_Report_v0274.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\report\VDF_AkShare_SmallScopeCandidateSeedStaging_Report_v0274.html",".html","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\runtime\vdf_akshare_candidate_seed_staging_result_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\runtime\vdf_akshare_candidate_seed_staging_result_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\runtime\vdf_akshare_candidate_seed_staging_v0274.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\runtime\vdf_akshare_candidate_seed_staging_v0274.py",".py","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\staging\VDF_Global_Commodity_AkShare_Candidate_v0274.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\staging\VDF_Global_Commodity_AkShare_Candidate_v0274.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\staging\VDF_Global_Commodity_AkShare_Candidate_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145249\staging\VDF_Global_Commodity_AkShare_Candidate_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\plan\VDF_AkShare_CandidateSeedStagingPlan_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\plan\VDF_AkShare_CandidateSeedStagingPlan_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"Stop-Process","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\plan\VDF_AkShare_CandidateSeedStagingPlan_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"DATABASE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_CandidateSeedManifest_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_CandidateSeedManifest_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_CandidateSeedRun_Result_v0274.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_CandidateSeedRun_Result_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_SmallScopeCandidateSeedStaging_Matrix_v0274.csv",".csv","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
"canonical","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_SmallScopeCandidateSeedStaging_Matrix_v0274.json",".json","TEXT_ONLY_SIGNAL","LOW","Do not block unless AST confirms executable command or write boundary is enabled."
